outer_battery_id,ablation,selected_config,feature,baseline_outer_RMSE,RMSE_increase_mean,RMSE_increase_std
20,C_plus_policy,xgboost,SOH_linear_delta_30,0.0007226858063676,-3.6177452609017407e-06,0.0
20,C_plus_policy,xgboost,SOH_linear_delta_50,0.0007226858063676,2.1222267460236356e-05,0.0
20,C_plus_policy,xgboost,SOH_quadratic_delta,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,IR_last,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,IR_mean,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,IR_slope,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,IR_delta,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,IR_std,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,Tavg_last,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,Tavg_mean,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,Tavg_slope,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,Tavg_delta,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,Tavg_std,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,chargetime_last,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,chargetime_mean,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,chargetime_slope,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,chargetime_delta,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,chargetime_std,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,corr_SOH_IR,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,corr_SOH_Tavg,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,corr_SOH_chargetime,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,C1_physical,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,C1_missing_indicator,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,Q1,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,C2,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,initial_capacity,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,E1,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,E2,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,C1_minus_C2,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,weighted_C_rate,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,stage1_width,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,stage2_width,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,policy__3_6C_80PER_3_6C,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,policy__3_7C_31PER_5_9C_NEWSTRUCTURE,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,policy__4_8C_80PER_4_8C,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,policy__4_8C_80PER_4_8C_NEWSTRUCTURE,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,policy__5C_67PER_4C_NEWSTRUCTURE,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,policy__5_3C_54PER_4C_NEWSTRUCTURE,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,policy__5_6C_19PER_4_6C_NEWSTRUCTURE,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,policy__5_6C_36PER_4_3C_NEWSTRUCTURE,0.0007226858063676,0.0,0.0
20,C_plus_policy,xgboost,policy__80PER_3_6C,0.0007226858063676,0.0,0.0
21,C_plus_policy,extra_trees,cutoff,0.0001971598545579,4.938731106154444e-05,0.0
21,C_plus_policy,extra_trees,forecast_horizon,0.0001971598545579,0.0001110160537888,0.0
21,C_plus_policy,extra_trees,SOH_raw_last,0.0001971598545579,2.49907197590621e-06,0.0
21,C_plus_policy,extra_trees,SOH_last,0.0001971598545579,2.8650369166007515e-06,0.0
